id_tabela,nome_coluna,chave,cobertura_temporal,valor
microdados,c011a21,1,2020-05(1)2020-11,101 - 300
microdados,c011a11,1,2020-05(1)2020-11,101 - 300
microdados,c01011,1,2020-05(1)2020-11,101 - 300
microdados,c01011,2,2020-05(1)2020-11,301 - 600
microdados,c01021,2,2020-05(1)2020-11,301 - 600
microdados,f0022,2,2020-05(1)2020-11,301 - 600
microdados,c011a21,2,2020-05(1)2020-11,301 - 600
microdados,c011a11,2,2020-05(1)2020-11,301 - 600
microdados,c01021,3,2020-05(1)2020-11,601 - 800
microdados,c011a11,3,2020-05(1)2020-11,601 - 800
microdados,c011a21,3,2020-05(1)2020-11,601 - 800
microdados,c01011,3,2020-05(1)2020-11,601 - 800
microdados,f0022,3,2020-05(1)2020-11,601 - 800
microdados,b0019,3,2020-05(1)2020-11,Não sabe
microdados,b0013,3,2020-05(1)2020-11,Não sabe
microdados,f002a3,3,2020-05(1)2020-11,Não sabe
microdados,b00113,3,2020-05(1)2020-11,Não sabe
microdados,b0017,3,2020-05(1)2020-11,Não sabe
microdados,f002a2,3,2020-05(1)2020-11,Não sabe
microdados,b00111,3,2020-05(1)2020-11,Não sabe
microdados,b00110,3,2020-05(1)2020-11,Não sabe
microdados,b0011,3,2020-05(1)2020-11,Não sabe
microdados,b00112,3,2020-05(1)2020-11,Não sabe
microdados,b0012,3,2020-05(1)2020-11,Não sabe
microdados,f002a4,3,2020-05(1)2020-11,Não sabe
microdados,f002a1,3,2020-05(1)2020-11,Não sabe
microdados,b0016,3,2020-05(1)2020-11,Não sabe
microdados,b0014,3,2020-05(1)2020-11,Não sabe
microdados,b0015,3,2020-05(1)2020-11,Não sabe
microdados,b0018,3,2020-05(1)2020-11,Não sabe
microdados,f002a5,3,2020-05(1)2020-11,Não sabe
microdados,c011a11,4,2020-05(1)2020-11,801 - 1.600
microdados,c01021,4,2020-05(1)2020-11,801 - 1.600
microdados,f0022,4,2020-05(1)2020-11,801 - 1.600
microdados,c01011,4,2020-05(1)2020-11,801 - 1.600
microdados,c011a21,4,2020-05(1)2020-11,801 - 1.600
microdados,c0101,1,2020-05(1)2020-11,Em dinheiro
microdados,c011a1,1,2020-05(1)2020-11,Em dinheiro
microdados,b009b,3,2020-05(1)2020-11,Inconclusivo
microdados,b009d,3,2020-05(1)2020-11,Inconclusivo
microdados,b009f,3,2020-05(1)2020-11,Inconclusivo
microdados,c003,8,2020-05(1)2020-11,Outro motivo
microdados,c016,10,2020-05(1)2020-11,Outro motivo
microdados,f0022,5,2020-05(1)2020-11,1.601 - 3.000
microdados,c01011,5,2020-05(1)2020-11,1.601 - 3.000
microdados,c011a21,5,2020-05(1)2020-11,1.601 - 3.000
microdados,c01021,5,2020-05(1)2020-11,1.601 - 3.000
microdados,c011a11,5,2020-05(1)2020-11,1.601 - 3.000
microdados,c01021,6,2020-05(1)2020-11,3.001 - 10.000
microdados,f0022,6,2020-05(1)2020-11,3.001 - 10.000
microdados,c011a21,6,2020-05(1)2020-11,3.001 - 10.000
microdados,c011a11,6,2020-05(1)2020-11,3.001 - 10.000
microdados,c01011,6,2020-05(1)2020-11,3.001 - 10.000
microdados,e0022,,2020-05(1)2020-11,Não aplicavel
microdados,b009f,,2020-05(1)2020-11,Não aplicavel
microdados,e0023,,2020-05(1)2020-11,Não aplicavel
microdados,b009b,,2020-05(1)2020-11,Não aplicavel
microdados,e0024,,2020-05(1)2020-11,Não aplicavel
microdados,b009d,,2020-05(1)2020-11,Não aplicavel
microdados,e0021,,2020-05(1)2020-11,Não aplicavel
microdados,c011a21,7,2020-05(1)2020-11,10.001 - 50.000
microdados,c01021,7,2020-05(1)2020-11,10.001 - 50.000
microdados,c01011,7,2020-05(1)2020-11,10.001 - 50.000
microdados,f0022,7,2020-05(1)2020-11,10.001 - 50.000
microdados,c011a11,7,2020-05(1)2020-11,10.001 - 50.000
microdados,c011a11,9,2020-05(1)2020-11,Mais de 100.000
microdados,f0022,9,2020-05(1)2020-11,Mais de 100.000
microdados,c011a21,9,2020-05(1)2020-11,Mais de 100.000
microdados,c01021,9,2020-05(1)2020-11,Mais de 100.000
microdados,c01011,9,2020-05(1)2020-11,Mais de 100.000
microdados,c007f,,2020-05(1)2020-11,Não aplicável
microdados,c003,,2020-05(1)2020-11,Não aplicável
microdados,b005,,2020-05(1)2020-11,Não aplicável
microdados,b006,,2020-05(1)2020-11,Não aplicável
microdados,c01021,,2020-05(1)2020-11,Não aplicável
microdados,c007e,,2020-05(1)2020-11,Não aplicável
microdados,c006,,2020-05(1)2020-11,Não aplicável
microdados,c007c,,2020-05(1)2020-11,Não aplicável
microdados,c013,,2020-05(1)2020-11,Não aplicável
microdados,b0037,,2020-05(1)2020-11,Não aplicável
microdados,c015,,2020-05(1)2020-11,Não aplicável
microdados,c007a,,2020-05(1)2020-11,Não aplicável
microdados,a009,,2020-05(1)2020-11,Não aplicável
microdados,b002,,2020-05(1)2020-11,Não aplicável
microdados,b0041,,2020-05(1)2020-11,Não aplicável
microdados,c011a,,2020-05(1)2020-11,Não aplicável
microdados,c017a,,2020-05(1)2020-11,Não aplicável
microdados,b0045,,2020-05(1)2020-11,Não aplicável
microdados,c004,,2020-05(1)2020-11,Não aplicável
microdados,a006b,,2020-05(1)2020-11,Não aplicável
microdados,b0042,,2020-05(1)2020-11,Não aplicável
microdados,c016,,2020-05(1)2020-11,Não aplicável
microdados,c011a21,,2020-05(1)2020-11,Não aplicável
microdados,b0044,,2020-05(1)2020-11,Não aplicável
microdados,f0022,,2020-05(1)2020-11,Não aplicável
microdados,a006a,,2020-05(1)2020-11,Não aplicável
microdados,c010,,2020-05(1)2020-11,Não aplicável
microdados,c014,,2020-05(1)2020-11,Não aplicável
microdados,b0033,,2020-05(1)2020-11,Não aplicável
microdados,c007,,2020-05(1)2020-11,Não aplicável
microdados,b0031,,2020-05(1)2020-11,Não aplicável
microdados,b0046,,2020-05(1)2020-11,Não aplicável
microdados,c009a,,2020-05(1)2020-11,Não aplicável
microdados,a006,,2020-05(1)2020-11,Não aplicável
microdados,c0103,,2020-05(1)2020-11,Não aplicável
microdados,c002,,2020-05(1)2020-11,Não aplicável
microdados,b0032,,2020-05(1)2020-11,Não aplicável
microdados,c0102,,2020-05(1)2020-11,Não aplicável
microdados,c007d,,2020-05(1)2020-11,Não aplicável
microdados,c0104,,2020-05(1)2020-11,Não aplicável
microdados,c011a11,,2020-05(1)2020-11,Não aplicável
microdados,b0034,,2020-05(1)2020-11,Não aplicável
microdados,b0035,,2020-05(1)2020-11,Não aplicável
microdados,a008,,2020-05(1)2020-11,Não aplicável
microdados,c0101,,2020-05(1)2020-11,Não aplicável
microdados,c01011,,2020-05(1)2020-11,Não aplicável
microdados,a007,,2020-05(1)2020-11,Não aplicável
microdados,c007b,,2020-05(1)2020-11,Não aplicável
microdados,c011a2,,2020-05(1)2020-11,Não aplicável
microdados,b0036,,2020-05(1)2020-11,Não aplicável
microdados,c012,,2020-05(1)2020-11,Não aplicável
microdados,b0043,,2020-05(1)2020-11,Não aplicável
microdados,c011a1,,2020-05(1)2020-11,Não aplicável
microdados,c005,,2020-05(1)2020-11,Não aplicável
microdados,c001,,2020-05(1)2020-11,Não aplicável
microdados,a007a,0,2020-05(1)2020-11,Não aplicável
microdados,c01021,8,2020-05(1)2020-11,50.001 - 100.000
microdados,c011a21,8,2020-05(1)2020-11,50.001 - 100.000
microdados,f0022,8,2020-05(1)2020-11,50.001 - 100.000
microdados,c01011,8,2020-05(1)2020-11,50.001 - 100.000
microdados,c011a11,8,2020-05(1)2020-11,50.001 - 100.000
microdados,c0102,2,2020-05(1)2020-11,Em produtos ou mercadorias
microdados,c011a2,2,2020-05(1)2020-11,Em produtos ou mercadorias
microdados,b009d,4,2020-05(1)2020-11,Ainda não recebeu o resultado
microdados,b009f,4,2020-05(1)2020-11,Ainda não recebeu o resultado
microdados,b009b,4,2020-05(1)2020-11,Ainda não recebeu o resultado
microdados,c011a,1,2020-05(1)2020-11,Indica se o quesito foi respondido
microdados,c010,1,2020-05(1)2020-11,Indica se o quesito foi respondido
